Grid,MeanLapTime_sec,AirTemp,TrackTemp,Humidity,Rainfall,Team_Alfa Romeo,Team_Alfa Romeo Racing,Team_AlphaTauri,Team_Alpine,Team_Aston Martin,Team_Ferrari,Team_Force India,Team_Haas F1 Team,Team_Kick Sauber,Team_McLaren,Team_Mercedes,Team_RB,Team_Racing Point,Team_Red Bull Racing,Team_Renault,Team_Sauber,Team_Toro Rosso,Team_Williams,Team_nan
20.0,,33.75887850467289,51.08971962616822,33.00654205607477,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
4.0,,18.0304,23.2608,71.1368,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
9.0,,25.528082191780825,31.59315068493151,62.33561643835616,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
16.0,,24.077477477477483,36.32432432432432,30.91531531531532,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
4.0,,13.012413793103448,15.258620689655173,96.43586206896552,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
3.0,,28.26481481481482,37.17037037037037,50.51574074074074,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18.0,,26.210852713178294,28.610852713178296,53.372093023255815,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3.0,,22.203076923076924,32.9223076923077,57.55307692307692,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.0,,26.640707964601766,34.60973451327434,50.892920353982305,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
6.0,,25.314399999999996,35.22879999999999,58.6304,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,,24.546078431372553,42.03333333333334,49.049019607843135,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7.0,,20.52358490566038,36.94905660377359,27.82547169811321,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
19.0,,17.873333333333335,28.24066666666667,61.92666666666667,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,,33.1015037593985,49.31127819548872,32.285714285714285,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16.0,,23.12148148148148,27.98,55.44666666666667,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15.0,,20.762962962962963,41.261111111111106,28.925925925925927,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.0,,25.528082191780825,31.59315068493151,62.33561643835616,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
17.0,,24.17093023255814,38.31453488372093,55.80523255813954,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,,20.52358490566038,36.94905660377359,27.82547169811321,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
9.0,,26.692372881355933,52.35254237288136,33.246610169491525,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.0,,20.53834586466165,27.627819548872186,54.517293233082704,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17.0,,27.43167701863354,31.01180124223602,21.496894409937887,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11.0,,15.77074829931973,27.670068027210885,67.33333333333333,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5.0,,19.88867924528302,35.60251572327045,51.0503144654088,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
6.0,,27.11741935483871,36.689032258064515,59.42580645161291,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3.0,,12.899367088607592,17.41898734177215,83.17088607594937,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
19.0,,21.0972972972973,33.04054054054055,51.574774774774774,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13.0,,22.73006134969325,33.44601226993865,75.38036809815951,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7.0,,28.12129032258064,46.60193548387097,35.535483870967745,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,,18.90508474576272,30.32203389830509,62.135593220338976,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5.0,,33.1015037593985,49.31127819548872,32.285714285714285,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12.0,,20.8225,39.919999999999995,34.005,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
11.0,,24.132467532467533,41.096103896103905,63.44155844155844,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18.0,,21.78717948717949,36.08397435897436,40.51923076923077,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.0,,36.56585365853658,48.957317073170735,7.109756097560975,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11.0,,33.75887850467289,51.08971962616822,33.00654205607477,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
0.0,,21.78717948717949,36.08397435897436,40.51923076923077,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.0,,28.816062176165804,31.68497409326425,76.20310880829015,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,,21.016793893129773,46.45343511450381,60.28931297709923,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15.0,,29.96011904761904,40.62857142857143,41.910714285714285,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
8.0,,26.962820512820517,33.46089743589744,51.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13.0,,18.53024691358025,30.59320987654321,63.901234567901234,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18.0,,18.63939393939394,29.792727272727273,66.06060606060606,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5.0,,21.596499999999995,46.318000000000005,63.99,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12.0,,29.86541353383459,33.12406015037594,66.03609022556391,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.0,,16.66140350877193,25.25175438596491,45.651754385964914,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
17.0,,26.69743589743589,37.40833333333334,43.65384615384615,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,,20.50546875,25.715625,67.528125,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9.0,,31.273722627737225,33.31824817518248,45.43795620437956,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
17.0,,34.44406779661016,50.74406779661018,17.965254237288136,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16.0,,29.96011904761904,40.62857142857143,41.910714285714285,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
11.0,,18.559880239520957,26.720958083832333,69.31736526946108,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.0,,20.147727272727273,40.72727272727273,54.724242424242426,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10.0,,21.78717948717949,36.08397435897436,40.51923076923077,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.0,,27.11741935483871,36.689032258064515,59.42580645161291,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,,21.662686567164172,25.769651741293536,85.2587064676617,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.0,,17.797345132743363,24.569911504424784,73.38053097345133,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5.0,,29.28529411764706,35.523529411764706,49.62352941176471,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.0,,23.617791411042944,28.61042944785276,29.49079754601227,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,,26.40192307692308,40.66826923076923,54.80769230769231,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,,21.619354838709675,32.18387096774193,57.47822580645161,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5.0,,28.885234899328864,43.52751677852349,33.275838926174494,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3.0,,29.368253968253967,51.098412698412695,16.14761904761905,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
17.0,,15.77074829931973,27.670068027210885,67.33333333333333,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
18.0,,20.8225,39.919999999999995,34.005,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
9.0,,23.7696,40.0688,75.4128,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3.0,,29.28529411764706,35.523529411764706,49.62352941176471,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
8.0,,28.521999999999995,44.664,59.00666666666667,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7.0,,29.4,50.93152173913043,37.202173913043474,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,,31.273722627737225,33.31824817518248,45.43795620437956,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
7.0,,26.40192307692308,40.66826923076923,54.80769230769231,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14.0,,28.806060606060612,40.34242424242424,51.362878787878785,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
17.0,,18.90508474576272,30.32203389830509,62.135593220338976,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
17.0,,22.7546762589928,32.72949640287769,52.697841726618705,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20.0,,22.73006134969325,33.44601226993865,75.38036809815951,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
12.0,,26.210852713178294,28.610852713178296,53.372093023255815,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
11.0,,20.50546875,25.715625,67.528125,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3.0,,26.40192307692308,40.66826923076923,54.80769230769231,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0.0,,20.147727272727273,40.72727272727273,54.724242424242426,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.0,,30.786250000000003,36.445625,74.65,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
10.0,,21.016793893129773,46.45343511450381,60.28931297709923,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1.0,,22.73006134969325,33.44601226993865,75.38036809815951,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
17.0,,23.12148148148148,27.98,55.44666666666667,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
13.0,,23.12148148148148,27.98,55.44666666666667,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,,25.42039473684211,28.40921052631579,59.66447368421053,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
17.0,,17.825174825174823,17.723776223776223,47.86013986013986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
7.0,,16.050476190476193,32.33904761904761,52.28666666666667,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
15.0,,17.873333333333335,28.24066666666667,61.92666666666667,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17.0,,27.11741935483871,36.689032258064515,59.42580645161291,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.0,,27.982524271844653,32.19805825242719,47.36310679611651,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
19.0,,18.53024691358025,30.59320987654321,63.901234567901234,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7.0,,15.82547770700637,18.18089171974522,93.5248407643312,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.0,,20.25592105263158,30.74671052631579,35.13815789473684,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
6.0,,25.113986013986015,42.023776223776224,48.42657342657343,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14.0,,20.25592105263158,30.74671052631579,35.13815789473684,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.0,,29.7968992248062,47.55581395348836,56.38449612403101,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
6.0,,15.77074829931973,27.670068027210885,67.33333333333333,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,,20.8225,39.919999999999995,34.005,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
7.0,,18.0304,23.2608,71.1368,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
13.0,,29.28529411764706,35.523529411764706,49.62352941176471,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,,18.53024691358025,30.59320987654321,63.901234567901234,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
9.0,,20.8225,39.919999999999995,34.005,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
11.0,,27.28860759493671,42.070253164556966,42.31645569620253,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
20.0,,29.96011904761904,40.62857142857143,41.910714285714285,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.0,,24.132467532467533,41.096103896103905,63.44155844155844,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
19.0,,18.05,17.99444444444444,47.361111111111114,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,,27.226701570680625,37.822513089005234,68.61570680628273,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
15.0,,18.63939393939394,29.792727272727273,66.06060606060606,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19.0,,19.32992125984252,27.33700787401575,45.98110236220473,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,,22.73006134969325,33.44601226993865,75.38036809815951,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
15.0,,16.050476190476193,32.33904761904761,52.28666666666667,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
12.0,,30.786250000000003,36.445625,74.65,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
12.0,,9.499999999999998,16.360204081632652,59.40408163265305,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.0,,20.74179104477612,27.129850746268666,77.19253731343284,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2.0,,18.25320197044335,30.026108374384233,59.748768472906406,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13.0,,24.860625,41.209999999999994,49.225,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7.0,,25.113986013986015,42.023776223776224,48.42657342657343,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
14.0,,23.7696,40.0688,75.4128,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,,26.23254901960784,28.973333333333333,87.44705882352942,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12.0,,18.25320197044335,30.026108374384233,59.748768472906406,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11.0,,21.473509933774835,30.94105960264901,56.18543046357616,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
15.0,,22.02977099236641,34.33206106870229,67.41526717557252,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.0,,20.762962962962963,41.261111111111106,28.925925925925927,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
16.0,,29.965161290322584,35.752903225806456,66.45548387096774,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
20.0,,26.962820512820517,33.46089743589744,51.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5.0,,20.760740740740744,37.59555555555555,61.42444444444444,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
7.0,,28.26481481481482,37.17037037037037,50.51574074074074,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
6.0,,26.40192307692308,40.66826923076923,54.80769230769231,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14.0,,13.012413793103448,15.258620689655173,96.43586206896552,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
13.0,,27.11741935483871,36.689032258064515,59.42580645161291,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
15.0,,21.662686567164172,25.769651741293536,85.2587064676617,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
6.0,,19.13860759493671,21.75696202531645,61.947468354430384,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,,20.8225,39.919999999999995,34.005,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
13.0,,27.28860759493671,42.070253164556966,42.31645569620253,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.0,,20.74179104477612,27.129850746268666,77.19253731343284,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
19.0,,28.816062176165804,31.68497409326425,76.20310880829015,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11.0,,28.816062176165804,31.68497409326425,76.20310880829015,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16.0,,26.40192307692308,40.66826923076923,54.80769230769231,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.0,,18.559880239520957,26.720958083832333,69.31736526946108,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.0,,19.392537313432832,38.950746268656715,39.403731343283575,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17.0,,19.76356589147287,39.65426356589147,51.40852713178294,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,,20.74179104477612,27.129850746268666,77.19253731343284,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
15.0,,28.521999999999995,44.664,59.00666666666667,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
18.0,,29.86541353383459,33.12406015037594,66.03609022556391,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,,18.568595041322315,29.82396694214876,54.85289256198346,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
18.0,,29.4,50.93152173913043,37.202173913043474,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
4.0,,25.43540372670808,47.14968944099379,59.49068322981366,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16.0,,23.1373417721519,51.56139240506329,60.10126582278481,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
19.0,,34.44406779661016,50.74406779661018,17.965254237288136,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
14.0,,18.568595041322315,29.82396694214876,54.85289256198346,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,,27.226701570680625,37.822513089005234,68.61570680628273,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.0,,26.692372881355933,52.35254237288136,33.246610169491525,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
15.0,,18.90508474576272,30.32203389830509,62.135593220338976,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15.0,,26.70592105263158,44.34934210526316,38.01973684210526,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20.0,,17.825174825174823,17.723776223776223,47.86013986013986,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.0,,29.330128205128204,42.928205128205136,42.32051282051282,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,,21.0972972972973,33.04054054054055,51.574774774774774,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
18.0,,24.519108280254777,28.4656050955414,59.05477707006369,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,,28.684166666666663,52.025,33.8325,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
5.0,,19.32992125984252,27.33700787401575,45.98110236220473,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
18.0,,17.873333333333335,28.24066666666667,61.92666666666667,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17.0,,28.816062176165804,31.68497409326425,76.20310880829015,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,,23.1373417721519,51.56139240506329,60.10126582278481,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
12.0,,22.674025974025977,33.838961038961045,63.077922077922075,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10.0,,28.521999999999995,44.664,59.00666666666667,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15.0,,16.791866028708135,24.94114832535885,70.77511961722487,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,,29.28529411764706,35.523529411764706,49.62352941176471,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2.0,,28.521999999999995,44.664,59.00666666666667,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
16.0,,10.62111801242236,16.827329192546582,69.4888198757764,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8.0,,24.778181818181817,29.945454545454545,61.30818181818182,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
16.0,,18.90508474576272,30.32203389830509,62.135593220338976,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
1.0,,22.203076923076924,32.9223076923077,57.55307692307692,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
10.0,,20.96602564102564,33.18397435897436,49.73076923076923,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
17.0,,30.617283950617285,42.81975308641975,58.858024691358025,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6.0,,20.96602564102564,33.18397435897436,49.73076923076923,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,,25.06590909090909,39.25568181818182,45.86363636363637,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,,26.210852713178294,28.610852713178296,53.372093023255815,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
8.0,,29.368253968253967,51.098412698412695,16.14761904761905,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
16.0,,28.806060606060612,40.34242424242424,51.362878787878785,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11.0,,28.808536585365857,48.579268292682926,32.80487804878049,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4.0,,25.547368421052628,45.63947368421053,23.55263157894737,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
12.0,,20.96602564102564,33.18397435897436,49.73076923076923,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
14.0,,20.52358490566038,36.94905660377359,27.82547169811321,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
4.0,,36.56585365853658,48.957317073170735,7.109756097560975,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
14.0,,30.617283950617285,42.81975308641975,58.858024691358025,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
6.0,,23.477868852459014,41.31311475409837,70.4532786885246,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
9.0,,18.63939393939394,29.792727272727273,66.06060606060606,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
14.0,,24.132467532467533,41.096103896103905,63.44155844155844,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7.0,,22.27469387755102,31.038367346938777,75.66530612244898,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.0,,26.692372881355933,52.35254237288136,33.246610169491525,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
17.0,,26.89421487603306,54.525619834710746,39.09090909090909,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
11.0,,18.22738853503185,23.652866242038225,48.82165605095541,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
15.0,,13.012413793103448,15.258620689655173,96.43586206896552,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
20.0,,28.521999999999995,44.664,59.00666666666667,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
8.0,,34.44406779661016,50.74406779661018,17.965254237288136,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
7.0,,20.1231884057971,34.47028985507246,50.70942028985507,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
9.0,,16.050476190476193,32.33904761904761,52.28666666666667,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
14.0,,28.575483870967748,34.310322580645156,61.68387096774194,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,,18.05,17.99444444444444,47.361111111111114,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
1.0,,20.947244094488195,23.469291338582668,58.169291338582674,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
5.0,,20.460109289617485,46.77595628415301,58.17486338797814,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
19.0,,22.203076923076924,32.9223076923077,57.55307692307692,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
