Season,Race,Driver,Team,Grid,Position,MeanLapTime,AirTemp,TrackTemp,Humidity,Rainfall,NumPitStops,PitStopLaps,PitCompounds,AvgPitStopDuration
2023,Spanish Grand Prix,SAI,Ferrari,2.0,5.0,0 days 00:01:20.661181818,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,STR,Aston Martin,5.0,6.0,0 days 00:01:20.928181818,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,ALO,Aston Martin,8.0,7.0,0 days 00:01:20.940409090,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,OCO,Alpine,6.0,8.0,0 days 00:01:21.017909090,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,ZHO,Alfa Romeo,13.0,9.0,0 days 00:01:21.057848484,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,GAS,Alpine,10.0,10.0,0 days 00:01:21.082878787,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,LEC,Ferrari,19.0,11.0,0 days 00:01:21.096348484,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,TSU,AlphaTauri,15.0,12.0,0 days 00:01:21.035696969,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,PIA,McLaren,9.0,13.0,0 days 00:01:21.264846153,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,DEV,AlphaTauri,14.0,14.0,0 days 00:01:21.281030769,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,HUL,Haas F1 Team,7.0,15.0,0 days 00:01:21.465184615,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,ALB,Williams,18.0,16.0,0 days 00:01:21.625353846,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,NOR,McLaren,3.0,17.0,0 days 00:01:21.666615384,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,MAG,Haas F1 Team,17.0,18.0,0 days 00:01:21.784923076,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,BOT,Alfa Romeo,16.0,19.0,0 days 00:01:21.967430769,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Spanish Grand Prix,SAR,Williams,20.0,20.0,0 days 00:01:21.994107692,22.674025974025977,33.838961038961045,63.077922077922075,False,0,,,
2023,Canadian Grand Prix,VER,Red Bull Racing,1.0,1.0,0 days 00:01:20.547828571,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,GAS,Alpine,15.0,12.0,0 days 00:01:21.479957142,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,PER,Red Bull Racing,12.0,6.0,0 days 00:01:21.276800,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,ALO,Aston Martin,2.0,2.0,0 days 00:01:20.684542857,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,LEC,Ferrari,10.0,4.0,0 days 00:01:20.814228571,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,STR,Aston Martin,16.0,9.0,0 days 00:01:21.467857142,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,SAR,Williams,18.0,20.0,0 days 00:01:21.678666666,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,MAG,Haas F1 Team,13.0,17.0,0 days 00:01:22.733434782,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,DEV,AlphaTauri,17.0,18.0,0 days 00:01:22.801666666,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,TSU,AlphaTauri,19.0,14.0,0 days 00:01:21.596728571,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,ALB,Williams,9.0,7.0,0 days 00:01:21.416585714,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,ZHO,Alfa Romeo,20.0,16.0,0 days 00:01:21.967028985,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,HUL,Haas F1 Team,5.0,15.0,0 days 00:01:21.960739130,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
2023,Canadian Grand Prix,OCO,Alpine,6.0,8.0,0 days 00:01:21.429142857,18.530246913580246,30.593209876543206,63.901234567901234,False,0,,,
